celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_n_judges,week1_total_score,week1_normalized,week1_pct,week2_n_judges,week2_total_score,week2_normalized,week2_pct,week3_n_judges,week3_total_score,week3_normalized,week3_pct,week4_n_judges,week4_total_score,week4_normalized,week4_pct,week5_n_judges,week5_total_score,week5_normalized,week5_pct,week6_n_judges,week6_total_score,week6_normalized,week6_pct,week7_n_judges,week7_total_score,week7_normalized,week7_pct,week8_n_judges,week8_total_score,week8_normalized,week8_pct,week9_n_judges,week9_total_score,week9_normalized,week9_pct,week10_n_judges,week10_total_score,week10_normalized,week10_pct,week11_n_judges,week11_total_score,week11_normalized,week11_pct
Rick Fox,Cheryl Burke,Athlete,,Canada,41,11,Eliminated Week 7,6,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.5,,8.0,8.0,8.0,,10.0,10.0,10.0,,9.0,8.5,8.5,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,22.0,0.7333333333333333,73.33,3,21.0,0.7,70.0,3,24.0,0.8,80.0,3,19.5,0.65,65.0,3,24.0,0.8,80.0,3,30.0,1.0,100.0,4,34.5,0.8625,86.25,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,7.0,5.0,7.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,6.0,5.5,5.5,,8.0,8.0,8.0,,7.3333,7.3333,7.3333,,9.5,8.5,8.5,8.5,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,19.0,0.6333333333333333,63.33,3,21.0,0.7,70.0,3,23.0,0.7666666666666667,76.67,3,17.0,0.5666666666666667,56.67,3,24.0,0.8,80.0,3,21.9999,0.73333,73.33,4,35.0,0.875,87.5,3,24.0,0.8,80.0,0,0.0,,,0,0.0,,,0,0.0,,
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,5.0,5.0,5.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,15.0,0.5,50.0,3,18.0,0.6,60.0,3,18.0,0.6,60.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,6.0,5.0,5.0,,4.0,5.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,16.0,0.5333333333333333,53.33,3,12.0,0.4,40.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,7.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,9.0,9.0,9.5,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,,,,,3,23.0,0.7666666666666667,76.67,3,21.0,0.7,70.0,3,24.0,0.8,80.0,3,24.0,0.8,80.0,3,27.0,0.9,90.0,3,35.9999,1.1999966666666666,120.0,4,36.5,0.9125,91.25,3,28.5,0.95,95.0,3,28.5,0.95,95.0,0,0.0,,,0,0.0,,
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,5.0,5.0,5.0,,6.0,6.0,6.0,,7.0,6.0,7.0,,5.0,4.5,4.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,15.0,0.5,50.0,3,18.0,0.6,60.0,3,20.0,0.6666666666666666,66.67,3,14.0,0.4666666666666667,46.67,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,6.0,7.0,6.0,,8.0,8.0,7.0,,8.0,9.0,9.0,,8.0,7.5,7.5,,7.0,8.0,8.0,,10.6666,10.6666,10.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,19.0,0.6333333333333333,63.33,3,23.0,0.7666666666666667,76.67,3,26.0,0.8666666666666667,86.67,3,23.0,0.7666666666666667,76.67,3,23.0,0.7666666666666667,76.67,3,31.9998,1.06666,106.67,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,3,18.0,0.6,60.0,3,22.0,0.7333333333333333,73.33,3,19.0,0.6333333333333333,63.33,3,16.0,0.5333333333333333,53.33,3,18.0,0.6,60.0,3,27.9998,0.9333266666666666,93.33,4,32.5,0.8125,81.25,3,23.5,0.7833333333333333,78.33,3,26.5,0.8833333333333333,88.33,3,25.666600000000003,0.8555533333333334,85.56,0,0.0,,
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,8.0,8.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,9.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.5,7.5,8.0,7.5,7.5,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,,,,,3,24.0,0.8,80.0,3,21.0,0.7,70.0,3,21.0,0.7,70.0,3,25.0,0.8333333333333334,83.33,3,22.0,0.7333333333333333,73.33,3,24.0,0.8,80.0,4,33.0,0.825,82.5,3,23.0,0.7666666666666667,76.67,3,24.0,0.8,80.0,0,0.0,,,0,0.0,,
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,7.0,7.0,7.0,,6.0,5.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,8.0,8.5,7.5,8.0,9.0,9.0,9.5,,12.0,12.0,12.5,,10.0,9.6666,10.0,,,,,,3,21.0,0.7,70.0,3,18.0,0.6,60.0,3,23.0,0.7666666666666667,76.67,3,26.0,0.8666666666666667,86.67,3,26.0,0.8666666666666667,86.67,3,28.0,0.9333333333333333,93.33,4,32.0,0.8,80.0,3,27.5,0.9166666666666666,91.67,3,36.5,1.2166666666666666,121.67,3,29.666600000000003,0.9888866666666668,98.89,0,0.0,,
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,8.0,7.0,8.0,,8.0,9.0,9.0,,8.0,7.0,7.0,8.0,8.5,9.0,9.0,,9.0,9.0,9.0,,9.3333,9.3333,9.3333,,,,,,3,23.0,0.7666666666666667,76.67,3,20.0,0.6666666666666666,66.67,3,21.0,0.7,70.0,3,22.0,0.7333333333333333,73.33,3,23.0,0.7666666666666667,76.67,3,26.0,0.8666666666666667,86.67,4,30.0,0.75,75.0,3,26.5,0.8833333333333333,88.33,3,27.0,0.9,90.0,3,27.999899999999997,0.9333299999999999,93.33,0,0.0,,
Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,9.0,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.6666,10.0,,,,,,3,21.0,0.7,70.0,3,23.0,0.7666666666666667,76.67,3,25.0,0.8333333333333334,83.33,3,25.0,0.8333333333333334,83.33,3,27.0,0.9,90.0,3,27.0,0.9,90.0,4,33.0,0.825,82.5,3,27.0,0.9,90.0,3,30.0,1.0,100.0,3,29.666600000000003,0.9888866666666668,98.89,0,0.0,,
Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,6.0,5.0,6.0,,6.0,5.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,17.0,0.5666666666666667,56.67,3,17.0,0.5666666666666667,56.67,3,20.0,0.6666666666666666,66.67,3,21.0,0.7,70.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,7.0,6.0,6.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,19.0,0.6333333333333333,63.33,3,23.0,0.7666666666666667,76.67,3,21.0,0.7,70.0,3,23.0,0.7666666666666667,76.67,3,26.0,0.8666666666666667,86.67,3,22.0,0.7333333333333333,73.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,Eliminated Week 5,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.0,0.6,60.0,3,18.0,0.6,60.0,3,25.0,0.8333333333333334,83.33,3,23.0,0.7666666666666667,76.67,3,22.0,0.7333333333333333,73.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,5.0,4.0,4.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,13.0,0.43333333333333335,43.33,3,17.0,0.5666666666666667,56.67,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,7.0,6.0,6.0,,7.0,8.0,8.0,,7.0,6.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,7.5,8.0,7.0,7.5,8.5,9.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,19.0,0.6333333333333333,63.33,3,23.0,0.7666666666666667,76.67,3,20.0,0.6666666666666666,66.67,3,23.0,0.7666666666666667,76.67,3,26.0,0.8666666666666667,86.67,3,28.0,0.9333333333333333,93.33,4,30.0,0.75,75.0,3,26.0,0.8666666666666667,86.67,0,0.0,,,0,0.0,,,0,0.0,,
Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,5.0,4.0,5.0,,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,14.0,0.4666666666666667,46.67,3,17.0,0.5666666666666667,56.67,3,15.0,0.5,50.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,6.0,6.0,6.0,,7.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,7.5,7.5,7.5,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.0,0.6,60.0,3,19.0,0.6333333333333333,63.33,3,23.0,0.7666666666666667,76.67,3,18.0,0.6,60.0,3,22.0,0.7333333333333333,73.33,3,25.0,0.8333333333333334,83.33,4,30.5,0.7625,76.25,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,13,Eliminated Week 2,11,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,15.0,0.5,50.0,3,21.0,0.7,70.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,8.0,7.5,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.0,0.6,60.0,3,18.0,0.6,60.0,3,24.0,0.8,80.0,3,23.0,0.7666666666666667,76.67,3,25.0,0.8333333333333334,83.33,3,23.0,0.7666666666666667,76.67,3,23.5,0.7833333333333333,78.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,9.0,8.5,9.0,,8.5,8.5,9.0,,10.8333,11.3333,11.3333,,9.3333,9.3333,9.3333,,,,,,3,20.0,0.6666666666666666,66.67,3,23.0,0.7666666666666667,76.67,3,27.0,0.9,90.0,3,29.0,0.9666666666666667,96.67,3,24.0,0.8,80.0,3,29.0,0.9666666666666667,96.67,3,26.5,0.8833333333333333,88.33,3,26.0,0.8666666666666667,86.67,3,33.4999,1.1166633333333331,111.67,3,27.999899999999997,0.9333299999999999,93.33,0,0.0,,
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,8.0,7.0,7.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,10.0,9.0,10.0,,8.5,7.5,8.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,9.3333,9.1666,9.6666,,,,,,3,22.0,0.7333333333333333,73.33,3,22.0,0.7333333333333333,73.33,3,26.0,0.8666666666666667,86.67,3,26.0,0.8666666666666667,86.67,3,28.0,0.9333333333333333,93.33,3,29.0,0.9666666666666667,96.67,3,24.0,0.8,80.0,3,30.0,1.0,100.0,3,28.0,0.9333333333333333,93.33,3,28.1665,0.9388833333333333,93.89,0,0.0,,
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,5.0,4.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,14.0,0.4666666666666667,46.67,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,8.5,8.0,8.5,,8.5,9.0,8.5,,8.1666,8.1666,8.1666,,0.0,0.0,0.0,,,,,,3,21.0,0.7,70.0,3,19.0,0.6333333333333333,63.33,3,24.0,0.8,80.0,3,24.0,0.8,80.0,3,24.0,0.8,80.0,3,20.0,0.6666666666666666,66.67,3,25.0,0.8333333333333334,83.33,3,26.0,0.8666666666666667,86.67,3,24.4998,0.81666,81.67,0,0.0,,,0,0.0,,
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,22.0,0.7333333333333333,73.33,3,21.0,0.7,70.0,3,26.0,0.8666666666666667,86.67,3,21.0,0.7,70.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,19.0,0.6333333333333333,63.33,3,22.0,0.7333333333333333,73.33,3,24.0,0.8,80.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,6.0,5.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,7.0,6.0,7.0,,6.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,17.0,0.5666666666666667,56.67,3,18.0,0.6,60.0,3,23.0,0.7666666666666667,76.67,3,20.0,0.6666666666666666,66.67,3,19.0,0.6333333333333333,63.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,6.0,5.0,6.0,,6.0,5.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,17.0,0.5666666666666667,56.67,3,17.0,0.5666666666666667,56.67,3,18.0,0.6,60.0,3,21.0,0.7,70.0,3,21.0,0.7,70.0,3,19.0,0.6333333333333333,63.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,5.0,5.0,6.0,,6.0,8.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,9.0,7.0,8.0,,7.5,7.0,7.5,,7.5,7.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,16.0,0.5333333333333333,53.33,3,21.0,0.7,70.0,3,21.0,0.7,70.0,3,21.0,0.7,70.0,3,22.0,0.7333333333333333,73.33,3,24.0,0.8,80.0,3,22.0,0.7333333333333333,73.33,3,22.0,0.7333333333333333,73.33,0,0.0,,,0,0.0,,,0,0.0,,
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,6.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,9.0,8.0,8.5,,8.5,8.5,8.5,,11.1666,10.6666,10.6666,,9.4444,9.4444,9.4444,,,,,,3,16.0,0.5333333333333333,53.33,3,21.0,0.7,70.0,3,24.0,0.8,80.0,3,24.0,0.8,80.0,3,25.0,0.8333333333333334,83.33,3,22.0,0.7333333333333333,73.33,3,25.5,0.85,85.0,3,25.5,0.85,85.0,3,32.4998,1.0833266666666668,108.33,3,28.333199999999998,0.94444,94.44,0,0.0,,
William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3rd Place,3,8.0,8.0,8.0,,9.0,7.0,9.0,,9.0,9.0,10.0,,7.0,7.0,8.0,,10.0,9.0,10.0,,12.0,11.0,13.0,,9.0,8.5,9.0,,9.5,9.5,9.5,,9.5,9.5,10.0,,10.0,9.6666,10.0,,,,,,3,24.0,0.8,80.0,3,25.0,0.8333333333333334,83.33,3,28.0,0.9333333333333333,93.33,3,22.0,0.7333333333333333,73.33,3,29.0,0.9666666666666667,96.67,3,36.0,1.2,120.0,3,26.5,0.8833333333333333,88.33,3,28.5,0.95,95.0,3,29.0,0.9666666666666667,96.67,3,29.666600000000003,0.9888866666666668,98.89,0,0.0,,
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,23.0,0.7666666666666667,76.67,3,21.0,0.7,70.0,3,24.0,0.8,80.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,8.0,7.0,8.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,23.0,0.7666666666666667,76.67,3,23.0,0.7666666666666667,76.67,3,24.0,0.8,80.0,3,21.0,0.7,70.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,12.6666,11.6666,12.6666,,9.0,8.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,26.0,0.8666666666666667,86.67,3,22.0,0.7333333333333333,73.33,3,25.0,0.8333333333333334,83.33,3,22.0,0.7333333333333333,73.33,3,24.0,0.8,80.0,3,36.9998,1.2333266666666667,123.33,3,25.5,0.85,85.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,8.0,7.0,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,8.6666,9.6666,9.6666,,9.5,8.0,8.5,,9.5,9.0,9.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,23.0,0.7666666666666667,76.67,3,26.0,0.8666666666666667,86.67,3,25.0,0.8333333333333334,83.33,3,26.0,0.8666666666666667,86.67,3,26.0,0.8666666666666667,86.67,3,27.9998,0.9333266666666666,93.33,3,26.0,0.8666666666666667,86.67,3,28.0,0.9333333333333333,93.33,0,0.0,,,0,0.0,,,0,0.0,,
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,10.0,10.0,10.0,,8.0,7.5,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,20.0,0.6666666666666666,66.67,3,20.0,0.6666666666666666,66.67,3,24.0,0.8,80.0,3,22.0,0.7333333333333333,73.33,3,21.0,0.7,70.0,3,30.0,1.0,100.0,3,23.5,0.7833333333333333,78.33,3,25.5,0.85,85.0,0,0.0,,,0,0.0,,,0,0.0,,
Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,Eliminated Week 2,12,7.0,6.0,7.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,20.0,0.6666666666666666,66.67,3,17.0,0.5666666666666667,56.67,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,8.0,9.0,,11.3333,11.3333,11.3333,,9.0,8.5,9.0,,9.5,9.0,9.0,,9.5,9.0,10.0,,10.0,9.6666,10.0,,,,,,3,21.0,0.7,70.0,3,24.0,0.8,80.0,3,26.0,0.8666666666666667,86.67,3,27.0,0.9,90.0,3,27.0,0.9,90.0,3,33.9999,1.13333,113.33,3,26.5,0.8833333333333333,88.33,3,27.5,0.9166666666666666,91.67,3,28.5,0.95,95.0,3,29.666600000000003,0.9888866666666668,98.89,0,0.0,,
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,7.0,,6.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,20.0,0.6666666666666666,66.67,3,21.0,0.7,70.0,3,24.0,0.8,80.0,3,23.0,0.7666666666666667,76.67,3,19.0,0.6333333333333333,63.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
