celebrity_name,ballroom_partner,season,placement,results,week,total_score,n_judges,max_score,normalized,pct
Joey Lawrence,Edyta Sliwinska,3,3,3rd Place,7,28.5,3,30,0.95,95.0
Mario Lopez,Karina Smirnoff,3,2,2nd Place,7,28.0,3,30,0.9333,93.33
Emmitt Smith,Cheryl Burke,3,1,1st Place,7,28.5,3,30,0.95,95.0
Jerry Springer,Kym Johnson,3,5,Eliminated Week 7,7,23.0,3,30,0.7667,76.67
John Ratzenberger,Edyta Sliwinska,4,6,Eliminated Week 7,7,22.5,3,30,0.75,75.0
Ian Ziering,Cheryl Burke,4,4,Eliminated Week 9,7,27.0,3,30,0.9,90.0
Laila Ali,Maksim Chmerkoskiy,4,3,3rd Place,7,29.5,3,30,0.9833,98.33
Apolo Anton Ohno,Julianne Hough,4,1,1st Place,7,27.0,3,30,0.9,90.0
Billy Ray Cyrus,Karina Smirnoff,4,5,Eliminated Week 8,7,19.0,3,30,0.6333,63.33
Joey Fatone,Kym Johnson,4,2,2nd Place,7,29.5,3,30,0.9833,98.33
Cameron Mathison,Edyta Sliwinska,5,5,Eliminated Week 8,7,25.5,3,30,0.85,85.0
Jane Seymour,Tony Dovolani,5,6,Eliminated Week 7,7,25.0,3,30,0.8333,83.33
Jennie Garth,Derek Hough,5,4,Eliminated Week 9,7,26.5,3,30,0.8833,88.33
Helio Castroneves,Julianne Hough,5,1,1st Place,7,26.0,3,30,0.8667,86.67
Mel B,Maksim Chmerkoskiy,5,2,2nd Place,7,27.0,3,30,0.9,90.0
Marie Osmond,Jonathan Roberts,5,3,3rd Place,7,26.0,3,30,0.8667,86.67
Cristian de la Fuente,Cheryl Burke,6,3,3rd Place,7,23.0,3,30,0.7667,76.67
Shannon Elizabeth,Derek Hough,6,6,Eliminated Week 7,7,25.5,3,30,0.85,85.0
Marissa Jaret Winokur,Tony Dovolani,6,4,Eliminated Week 9,7,26.0,3,30,0.8667,86.67
Jason Taylor,Edyta Sliwinska,6,2,2nd Place,7,27.5,3,30,0.9167,91.67
Kristi Yamaguchi,Mark Ballas,6,1,1st Place,7,27.0,3,30,0.9,90.0
Mario,Karina Smirnoff,6,5,Eliminated Week 8,7,25.5,3,30,0.85,85.0
Susan Lucci,Tony Dovolani,7,6,Eliminated Week 7,7,24.0,3,30,0.8,80.0
Cody Linley,Julianne Hough,7,4,Eliminated Week 9,7,22.0,3,30,0.7333,73.33
Maurice Greene,Cheryl Burke,7,5,Eliminated Week 8,7,25.0,3,30,0.8333,83.33
Warren Sapp,Kym Johnson,7,2,2nd Place,7,21.0,3,30,0.7,70.0
Lance Bass,Lacey Schwimmer,7,3,3rd Place,7,25.0,3,30,0.8333,83.33
Brooke Burke,Derek Hough,7,1,1st Place,7,30.0,3,30,1.0,100.0
Gilles Marini,Cheryl Burke,8,2,2nd Place,7,27.0,3,30,0.9,90.0
Lawrence Taylor,Edyta Sliwinska,8,7,Eliminated Week 7,7,21.0,3,30,0.7,70.0
Ty Murray,Chelsie Hightower,8,4,Eliminated Week 10,7,24.0,3,30,0.8,80.0
Shawn Johnson,Mark Ballas,8,1,1st Place,7,28.0,3,30,0.9333,93.33
Chuck Wicks,Julianne Hough,8,6,Eliminated Week 8,7,27.0,3,30,0.9,90.0
Lil' Kim,Derek Hough,8,5,Eliminated Week 9,7,26.0,3,30,0.8667,86.67
Melissa Rycroft,Tony Dovolani,8,3,3rd Place,7,29.0,3,30,0.9667,96.67
Mark Dacascos,Lacey Schwimmer,9,6,Eliminated Week 7,7,21.5,3,30,0.7167,71.67
Michael Irvin,Anna Demidova,9,7,Eliminated Week 7,7,23.5,3,30,0.7833,78.33
Joanna Krupa,Derek Hough,9,4,Eliminated Week 9,7,27.5,3,30,0.9167,91.67
Aaron Carter,Karina Smirnoff,9,5,Eliminated Week 8,7,26.5,3,30,0.8833,88.33
Mya,Dmitry Chaplin,9,2,2nd Place,7,24.5,3,30,0.8167,81.67
Donny Osmond,Kym Johnson,9,1,1st Place,7,26.0,3,30,0.8667,86.67
Kelly Osbourne,Louis van Amstel,9,3,3rd Place,7,26.0,3,30,0.8667,86.67
Niecy Nash,Louis van Amstel,10,5,Eliminated Week 8,7,24.5,3,30,0.8167,81.67
Chad Ochocinco,Cheryl Burke,10,4,Eliminated Week 9,7,26.0,3,30,0.8667,86.67
Evan Lysacek,Anna Trebunskaya,10,2,2nd Place,7,27.0,3,30,0.9,90.0
Pamela Anderson,Damian Whitewood,10,6,Eliminated Week 7,7,25.5,3,30,0.85,85.0
Nicole Scherzinger,Derek Hough,10,1,1st Place,7,27.0,3,30,0.9,90.0
Erin Andrews,Maksim Chmerkoskiy,10,3,3rd Place,7,25.5,3,30,0.85,85.0
Kyle Massey,Lacey Schwimmer,11,2,2nd Place,7,33.5,4,40,0.8375,83.75
Jennifer Grey,Derek Hough,11,1,1st Place,7,36.5,4,40,0.9125,91.25
Rick Fox,Cheryl Burke,11,6,Eliminated Week 7,7,34.5,4,40,0.8625,86.25
Kurt Warner,Anna Trebunskaya,11,5,Eliminated Week 8,7,35.0,4,40,0.875,87.5
Brandy,Maksim Chmerkoskiy,11,4,Eliminated Week 9,7,36.5,4,40,0.9125,91.25
Bristol Palin,Mark Ballas,11,3,3rd Place,7,32.5,4,40,0.8125,81.25
Ralph Macchio,Karina Smirnoff,12,4,Eliminated Week 9,7,33.0,4,40,0.825,82.5
Chelsea Kane,Mark Ballas,12,3,3rd Place,7,32.0,4,40,0.8,80.0
Kirstie Alley,Maksim Chmerkoskiy,12,2,2nd Place,7,30.0,4,40,0.75,75.0
Hines Ward,Kym Johnson,12,1,1st Place,7,33.0,4,40,0.825,82.5
Romeo,Chelsie Hightower,12,5,Eliminated Week 8,7,30.0,4,40,0.75,75.0
Kendra Wilkinson,Louis van Amstel,12,6,Eliminated Week 7,7,30.5,4,40,0.7625,76.25
David Arquette,Kym Johnson,13,6,Eliminated Week 7,7,23.5,3,30,0.7833,78.33
Ricki Lake,Derek Hough,13,3,3rd Place,7,26.5,3,30,0.8833,88.33
J.R. Martinez,Karina Smirnoff,13,1,1st Place,7,24.0,3,30,0.8,80.0
Hope Solo,Maksim Chmerkoskiy,13,4,Eliminated Week 9,7,25.0,3,30,0.8333,83.33
Nancy Grace,Tristan MacManus,13,5,Eliminated Week 8,7,22.0,3,30,0.7333,73.33
Rob Kardashian,Cheryl Burke,13,2,2nd Place,7,25.5,3,30,0.85,85.0
William Levy,Cheryl Burke,14,3,3rd Place,7,26.5,3,30,0.8833,88.33
Jaleel White,Kym Johnson,14,7,Eliminated Week 7,7,25.5,3,30,0.85,85.0
Roshon Fegan,Chelsie Hightower,14,6,Eliminated Week 8,7,26.0,3,30,0.8667,86.67
Melissa Gilbert,Maksim Chmerkoskiy,14,5,Eliminated Week 8,7,23.5,3,30,0.7833,78.33
Donald Driver,Peta Murgatroyd,14,1,1st Place,7,26.5,3,30,0.8833,88.33
Katherine Jenkins,Mark Ballas,14,2,2nd Place,7,27.0,3,30,0.9,90.0
Maria Menounos,Derek Hough,14,4,Eliminated Week 9,7,28.5,3,30,0.95,95.0
Gilles Marini,Peta Murgatroyd,15,6,Eliminated Week 8,7,33.4998,3,30,1.1167,111.67
Kirstie Alley,Maksim Chmerkoskiy,15,7,Eliminated Week 8,7,27.999899999999997,3,30,0.9333,93.33
Kelly Monaco,Valentin Chmerkovskiy,15,3,3rd Place,7,36.0,3,30,1.2,120.0
Apolo Anton Ohno,Karina Smirnoff,15,5,Eliminated Week 9,7,33.0,3,30,1.1,110.0
Emmitt Smith,Cheryl Burke,15,4,Eliminated Week 9,7,34.4999,3,30,1.15,115.0
Shawn Johnson,Derek Hough,15,2,2nd Place,7,37.9998,3,30,1.2667,126.67
Melissa Rycroft,Tony Dovolani,15,1,1st Place,7,38.9999,3,30,1.3,130.0
Ingo Rademacher,Kym Johnson,16,5,Eliminated Week 9,7,25.0,3,30,0.8333,83.33
Zendaya,Valentin Chmerkovskiy,16,2,2nd Place,7,30.0,3,30,1.0,100.0
Alexandra Raisman,Mark Ballas,16,4,Eliminated Week 10,7,32.0,3,30,1.0667,106.67
Jacoby Jones,Karina Smirnoff,16,3,3rd Place,7,27.0,3,30,0.9,90.0
Andy Dick,Sharna Burgess,16,7,Eliminated Week 7,7,17.0,3,30,0.5667,56.67
Kellie Pickler,Derek Hough,16,1,1st Place,7,29.0,3,30,0.9667,96.67
Sean Lowe,Peta Murgatroyd,16,6,Eliminated Week 8,7,24.0,3,30,0.8,80.0
Brant Daugherty,Peta Murgatroyd,17,7,Eliminated Week 8,7,28.5,3,30,0.95,95.0
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,17,6,Eliminated Week 9,7,27.0,3,30,0.9,90.0
Leah Remini,Tony Dovolani,17,5,Eliminated Week 10,7,26.5,3,30,0.8833,88.33
Corbin Bleu,Karina Smirnoff,17,2,2nd Place,7,29.5,3,30,0.9833,98.33
Amber Riley,Derek Hough,17,1,1st Place,7,29.5,3,30,0.9833,98.33
Bill Engvall,Emma Slater,17,4,Eliminated Week 11,7,25.0,3,30,0.8333,83.33
"Nicole ""Snooki"" Polizzi",Sasha Farber,17,8,Eliminated Week 7,7,27.0,3,30,0.9,90.0
Jack Osbourne,Cheryl Burke,17,3,3rd Place,7,28.5,3,30,0.95,95.0
Danica McKellar,Valentin Chmerkovskiy,18,6,Eliminated Week 8,7,36.0,4,40,0.9,90.0
James Maslow,Peta Murgatroyd,18,4,Eliminated Week 10,7,35.0,4,40,0.875,87.5
Candace Cameron Bure,Mark Ballas,18,3,3rd Place,7,37.0,4,40,0.925,92.5
Charlie White,Sharna Burgess,18,5,Eliminated Week 9,7,35.5,4,40,0.8875,88.75
Amy Purdy,Derek Hough,18,2,2nd Place,7,37.5,4,40,0.9375,93.75
Meryl Davis,Maksim Chmerkoskiy,18,1,1st Place,7,39.0,4,40,0.975,97.5
NeNe Leakes,Tony Dovolani,18,7,Eliminated Week 7,7,33.0,4,40,0.825,82.5
Antonio Sabato Jr.,Cheryl Burke,19,8,Eliminated Week 7,7,29.5,4,40,0.7375,73.75
Lea Thompson,Artem Chigvintsev,19,6,Eliminated Week 9,7,35.0,4,40,0.875,87.5
Janel Parrish,Valentin Chmerkovskiy,19,3,3rd Place,7,33.5,4,40,0.8375,83.75
Alfonso Ribeiro,Witney Carson,19,1,1st Place,7,34.0,4,40,0.85,85.0
Tommy Chong,Peta Murgatroyd,19,5,Eliminated Week 10,7,30.0,4,40,0.75,75.0
Michael Waltrip,Emma Slater,19,7,Eliminated Week 8,7,28.0,4,40,0.7,70.0
Bethany Mota,Derek Hough,19,4,Eliminated Week 11,7,37.5,4,40,0.9375,93.75
Sadie Robertson,Mark Ballas,19,2,2nd Place,7,31.0,4,40,0.775,77.5
Willow Shields,Mark Ballas,20,7,Eliminated Week 7,7,39.0,4,40,0.975,97.5
Riker Lynch,Allison Holker,20,2,2nd Place,7,37.0,4,40,0.925,92.5
Rumer Willis,Valentin Chmerkovskiy,20,1,1st Place,7,37.0,4,40,0.925,92.5
Nastia Liukin,Derek Hough,20,4,Eliminated Week 9,7,41.0,4,40,1.025,102.5
Robert Herjavec,Kym Johnson,20,6,Eliminated Week 8,7,31.0,4,40,0.775,77.5
Noah Galloway,Sharna Burgess,20,3,3rd Place,7,38.0,4,40,0.95,95.0
Chris Soules,Witney Carson,20,5,Eliminated Week 8,7,31.0,4,40,0.775,77.5
Alexa PenaVega,Mark Ballas,21,6,Eliminated Week 9,7,27.5,3,30,0.9167,91.67
Carlos PenaVega,Witney Carson,21,4,Eliminated Week 11,7,28.0,3,30,0.9333,93.33
Alek Skarlatos,Lindsay Arnold,21,3,3rd Place,7,26.5,3,30,0.8833,88.33
Andy Grammer,Allison Holker,21,7,Eliminated Week 8,7,28.0,3,30,0.9333,93.33
Tamar Braxton,Valentin Chmerkovskiy,21,5,Withdrew,7,27.0,3,30,0.9,90.0
Nick Carter,Sharna Burgess,21,2,2nd Place,7,27.0,3,30,0.9,90.0
Hayes Grier,Emma Slater,21,8,Eliminated Week 7,7,28.0,3,30,0.9333,93.33
Bindi Irwin,Derek Hough,21,1,1st Place,7,29.0,3,30,0.9667,96.67
Kim Fields,Sasha Farber,22,8,Eliminated Week 7,7,26.0,3,30,0.8667,86.67
Jodie Sweetin,Keo Motsepe,22,6,Eliminated Week 8,7,25.5,3,30,0.85,85.0
Von Miller,Witney Carson,22,7,Eliminated Week 7,7,26.0,3,30,0.8667,86.67
Antonio Brown,Sharna Burgess,22,5,Eliminated Week 9,7,26.0,3,30,0.8667,86.67
Paige VanZant,Mark Ballas,22,2,2nd Place,7,27.5,3,30,0.9167,91.67
Nyle DiMarco,Peta Murgatroyd,22,1,1st Place,7,28.0,3,30,0.9333,93.33
Ginger Zee,Valentin Chmerkovskiy,22,3,3rd Place,7,27.5,3,30,0.9167,91.67
Wanya Morris,Lindsay Arnold,22,4,Eliminated Week 9,7,27.5,3,30,0.9167,91.67
Maureen McCormick,Artem Chigvintsev,23,8,Eliminated Week 7,7,33.0,4,40,0.825,82.5
Marilu Henner,Derek Hough,23,6,Eliminated Week 9,7,32.0,4,40,0.8,80.0
Ryan Lochte,Cheryl Burke,23,7,Eliminated Week 8,7,33.0,4,40,0.825,82.5
Calvin Johnson Jr.,Lindsay Arnold,23,3,3rd Place,7,37.0,4,40,0.925,92.5
Laurie Hernandez,Valentin Chmerkovskiy,23,1,1st Place,7,34.5,4,40,0.8625,86.25
James Hinchcliffe,Sharna Burgess,23,2,2nd Place,7,37.0,4,40,0.925,92.5
Jana Kramer,Gleb Savchenko,23,4,Eliminated Week 11,7,34.5,4,40,0.8625,86.25
Terra Jole,Sasha Farber,23,5,Eliminated Week 10,7,34.5,4,40,0.8625,86.25
Nancy Kerrigan,Artem Chigvintsev,24,7,Eliminated Week 7,7,36.0,4,40,0.9,90.0
Bonner Bolton,Sharna Burgess,24,5,Eliminated Week 8,7,31.0,4,40,0.775,77.5
Simone Biles,Sasha Farber,24,4,Eliminated Week 9,7,39.0,4,40,0.975,97.5
David Ross,Lindsay Arnold,24,2,2nd Place,7,32.0,4,40,0.8,80.0
Rashad Jennings,Emma Slater,24,1,1st Place,7,39.0,4,40,0.975,97.5
Normani,Valentin Chmerkovskiy,24,3,3rd Place,7,42.0,4,40,1.05,105.0
Nick Viall,Peta Murgatroyd,24,6,Eliminated Week 7,7,34.0,4,40,0.85,85.0
Frankie Muniz,Witney Carson,25,3,3rd Place,7,30.0,3,30,1.0,100.0
Jordan Fisher,Lindsay Arnold,25,1,1st Place,7,27.0,3,30,0.9,90.0
Nikki Bella,Artem Chigvintsev,25,8,Eliminated Week 7,7,24.0,3,30,0.8,80.0
Terrell Owens,Cheryl Burke,25,6,Eliminated Week 8,7,24.5,3,30,0.8167,81.67
Victoria Arlen,Valentin Chmerkovskiy,25,5,Eliminated Week 9,7,28.5,3,30,0.95,95.0
Lindsey Stirling,Mark Ballas,25,2,2nd Place,7,25.5,3,30,0.85,85.0
Drew Scott,Emma Slater,25,4,Eliminated Week 10,7,28.5,3,30,0.95,95.0
Vanessa Lachey,Maksim Chmerkoskiy,25,7,Eliminated Week 7,7,27.0,3,30,0.9,90.0
Juan Pablo Di Pace,Cheryl Burke,27,5,Eliminated Week 8,7,28.0,3,30,0.9333,93.33
Evanna Lynch,Keo Motsepe,27,3,3rd Place,7,29.5,3,30,0.9833,98.33
John Schneider,Emma Slater,27,8,Eliminated Week 7,7,27.0,3,30,0.9,90.0
Milo Manheim,Witney Carson,27,2,2nd Place,7,29.0,3,30,0.9667,96.67
DeMarcus Ware,Lindsay Arnold,27,7,Eliminated Week 7,7,26.5,3,30,0.8833,88.33
Bobby Bones,Sharna Burgess,27,1,1st Place,7,26.5,3,30,0.8833,88.33
Alexis Ren,Alan Bersten,27,4,4th Place,7,27.5,3,30,0.9167,91.67
Joe Amabile,Jenna Johnson,27,6,Eliminated Week 8,7,23.5,3,30,0.7833,78.33
Kate Flannery,Pasha Pashkov,28,7,Eliminated Week 8,7,24.0,3,30,0.8,80.0
James Van Der Beek,Emma Slater,28,5,Eliminated Week 10,7,27.0,3,30,0.9,90.0
Kel Mitchell,Witney Carson,28,2,2nd Place,7,25.5,3,30,0.85,85.0
Sean Spicer,Lindsay Arnold,28,6,Eliminated Week 9,7,21.0,3,30,0.7,70.0
Lauren Alaina,Gleb Savchenko,28,4,4th Place,7,27.0,3,30,0.9,90.0
Ally Brooke,Sasha Farber,28,3,3rd Place,7,27.0,3,30,0.9,90.0
Karamo Brown,Jenna Johnson,28,8,Eliminated Week 7,7,24.5,3,30,0.8167,81.67
Hannah Brown,Alan Bersten,28,1,1st Place,7,26.0,3,30,0.8667,86.67
Chrishell Stause,Gleb Savchenko,29,8,Eliminated Week 8,7,26.0,3,30,0.8667,86.67
Skai Jackson,Alan Bersten,29,5,Eliminated Week 10,7,27.0,3,30,0.9,90.0
Justina Machado,Sasha Farber,29,4,4th Place,7,26.0,3,30,0.8667,86.67
Johnny Weir,Britt Stewart,29,6,Eliminated Week 10,7,27.0,3,30,0.9,90.0
Nev Schulman,Jenna Johnson,29,2,2nd Place,7,30.0,3,30,1.0,100.0
AJ McLean,Cheryl Burke,29,7,Eliminated Week 9,7,26.0,3,30,0.8667,86.67
Nelly,Daniella Karagach,29,3,3rd Place,7,27.0,3,30,0.9,90.0
Kaitlyn Bristowe,Artem Chigvintsev,29,1,1st Place,7,24.0,3,30,0.8,80.0
Monica Aldama,Valentin Chmerkovskiy,29,10,Eliminated Week 7,7,22.0,3,30,0.7333,73.33
Jeannie Mai,Brandon Armstrong,29,9,Withdrew,7,25.0,3,30,0.8333,83.33
Melora Hardin,Artem Chigvintsev,30,6,Eliminated Week 9,7,38.0,4,40,0.95,95.0
"Mike ""The Miz"" Mizanin",Witney Carson,30,9,Eliminated Week 7,7,32.0,4,40,0.8,80.0
Suni Lee,Sasha Farber,30,5,Eliminated Week 9,7,34.0,4,40,0.85,85.0
Iman Shumpert,Daniella Karagach,30,1,1st Place,7,34.0,4,40,0.85,85.0
Cody Rigsby,Cheryl Burke,30,3,3rd Place,7,36.0,4,40,0.9,90.0
Jimmie Allen,Emma Slater,30,7,Eliminated Week 8,7,38.0,4,40,0.95,95.0
Olivia Jade,Valentin Chmerkovskiy,30,8,Eliminated Week 8,7,42.0,4,40,1.05,105.0
JoJo Siwa,Jenna Johnson,30,2,2nd Place,7,39.0,4,40,0.975,97.5
Amanda Kloots,Alan Bersten,30,4,4th Place,7,34.0,4,40,0.85,85.0
Trevor Donovan,Emma Slater,31,6,Eliminated Week 9,7,39.0,4,40,0.975,97.5
Daniel Durant,Britt Stewart,31,5,Eliminated Week 9,7,36.5,4,40,0.9125,91.25
Wayne Brady,Witney Carson,31,3,3rd Place,7,38.0,4,40,0.95,95.0
Jordin Sparks,Brandon Armstrong,31,9,Eliminated Week 7,7,34.5,4,40,0.8625,86.25
Heidi D'Amelio,Artem Chigvintsev,31,8,Eliminated Week 8,7,35.0,4,40,0.875,87.5
Charli D'Amelio,Mark Ballas,31,1,1st Place,7,39.0,4,40,0.975,97.5
Vinny Guadagnino,Koko Iwasaki,31,7,Eliminated Week 8,7,31.5,4,40,0.7875,78.75
Shangela,Gleb Savchenko,31,4,4th Place,7,36.5,4,40,0.9125,91.25
Gabby Windey,Valentin Chmerkovskiy,31,2,2nd Place,7,35.5,4,40,0.8875,88.75
Barry Williams,Peta Murgatroyd,32,7,Eliminated Week 8,7,32.5,4,40,0.8125,81.25
Alyson Hannigan,Sasha Farber,32,5,5th Place,7,35.0,4,40,0.875,87.5
Xochitl Gomez,Valentin Chmerkovskiy,32,1,1st Place,7,37.0,4,40,0.925,92.5
Jason Mraz,Daniella Karagach,32,2,2nd Place,7,36.0,4,40,0.9,90.0
Lele Pons,Brandon Armstrong,32,8,Eliminated Week 7,7,36.5,4,40,0.9125,91.25
Harry Jowsey,Rylee Arnold,32,6,Eliminated Week 9,7,32.0,4,40,0.8,80.0
Charity Lawson,Artem Chigvintsev,32,4,4th Place,7,36.0,4,40,0.9,90.0
Ariana Madix,Pasha Pashkov,32,3,3rd Place,7,37.0,4,40,0.925,92.5
Chandler Kinney,Brandon Armstrong,33,3,3rd Place,7,30.0,3,30,1.0,100.0
Dwight Howard ,Daniella Karagach,33,6,Eliminated Week 7,7,24.0,3,30,0.8,80.0
Danny Amendola,Witney Carson,33,5,5th Place,7,25.5,3,30,0.85,85.0
Stephen Nedoroscik,Rylee Arnold,33,4,4th Place,7,27.0,3,30,0.9,90.0
Ilona Maher,Alan Bersten,33,2,2nd Place,7,26.0,3,30,0.8667,86.67
Joey Graziadei,Jenna Johnson,33,1,1st Place,7,27.5,3,30,0.9167,91.67
Danielle Fishel,Pasha Pashkov,34,8,Eliminated Week 8,7,35.0,4,40,0.875,87.5
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),34,5,5th Place,7,32.0,4,40,0.8,80.0
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),34,3,3rd Place,7,38.0,4,40,0.95,95.0
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),34,7,Eliminated Week 9,7,29.0,4,40,0.725,72.5
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),34,1,1st Place,7,41.0,4,40,1.025,102.5
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),34,2,2nd Place,7,43.0,4,40,1.075,107.5
Jen Affleck,Jan Ravnik,34,9,Eliminated Week 7,7,34.0,4,40,0.85,85.0
Whitney Leavitt,Mark Ballas,34,6,Eliminated Week 10,7,42.0,4,40,1.05,105.0
Dylan Efron,Daniella Karagach (Rumer Willis week 9),34,4,4th Place,7,38.0,4,40,0.95,95.0
Stacy Keibler,Tony Dovolani,2,3,3rd Place,8,28.6665,3,30,0.9556,95.56
Jerry Rice,Anna Trebunskaya,2,2,2nd Place,8,26.666600000000003,3,30,0.8889,88.89
Drew Lachey,Cheryl Burke,2,1,1st Place,8,28.9998,3,30,0.9667,96.67
Monique Coleman,Louis van Amstel,3,4,Eliminated Week 8,8,26.5,3,30,0.8833,88.33
Joey Lawrence,Edyta Sliwinska,3,3,3rd Place,8,27.0,3,30,0.9,90.0
Mario Lopez,Karina Smirnoff,3,2,2nd Place,8,28.5,3,30,0.95,95.0
Emmitt Smith,Cheryl Burke,3,1,1st Place,8,27.0,3,30,0.9,90.0
Ian Ziering,Cheryl Burke,4,4,Eliminated Week 9,8,23.5,3,30,0.7833,78.33
Laila Ali,Maksim Chmerkoskiy,4,3,3rd Place,8,26.5,3,30,0.8833,88.33
Apolo Anton Ohno,Julianne Hough,4,1,1st Place,8,29.0,3,30,0.9667,96.67
Billy Ray Cyrus,Karina Smirnoff,4,5,Eliminated Week 8,8,19.0,3,30,0.6333,63.33
Joey Fatone,Kym Johnson,4,2,2nd Place,8,27.5,3,30,0.9167,91.67
Cameron Mathison,Edyta Sliwinska,5,5,Eliminated Week 8,8,25.5,3,30,0.85,85.0
Jennie Garth,Derek Hough,5,4,Eliminated Week 9,8,25.0,3,30,0.8333,83.33
Helio Castroneves,Julianne Hough,5,1,1st Place,8,28.5,3,30,0.95,95.0
Mel B,Maksim Chmerkoskiy,5,2,2nd Place,8,28.0,3,30,0.9333,93.33
Marie Osmond,Jonathan Roberts,5,3,3rd Place,8,24.5,3,30,0.8167,81.67
Cristian de la Fuente,Cheryl Burke,6,3,3rd Place,8,28.5,3,30,0.95,95.0
Marissa Jaret Winokur,Tony Dovolani,6,4,Eliminated Week 9,8,25.0,3,30,0.8333,83.33
Jason Taylor,Edyta Sliwinska,6,2,2nd Place,8,26.0,3,30,0.8667,86.67
Kristi Yamaguchi,Mark Ballas,6,1,1st Place,8,27.5,3,30,0.9167,91.67
Mario,Karina Smirnoff,6,5,Eliminated Week 8,8,26.5,3,30,0.8833,88.33
Cody Linley,Julianne Hough,7,4,Eliminated Week 9,8,24.0,3,30,0.8,80.0
Maurice Greene,Cheryl Burke,7,5,Eliminated Week 8,8,24.0,3,30,0.8,80.0
Warren Sapp,Kym Johnson,7,2,2nd Place,8,27.0,3,30,0.9,90.0
Lance Bass,Lacey Schwimmer,7,3,3rd Place,8,25.0,3,30,0.8333,83.33
Brooke Burke,Derek Hough,7,1,1st Place,8,27.5,3,30,0.9167,91.67
Gilles Marini,Cheryl Burke,8,2,2nd Place,8,27.5,3,30,0.9167,91.67
Ty Murray,Chelsie Hightower,8,4,Eliminated Week 10,8,26.0,3,30,0.8667,86.67
Shawn Johnson,Mark Ballas,8,1,1st Place,8,26.0,3,30,0.8667,86.67
Chuck Wicks,Julianne Hough,8,6,Eliminated Week 8,8,25.5,3,30,0.85,85.0
Lil' Kim,Derek Hough,8,5,Eliminated Week 9,8,28.0,3,30,0.9333,93.33
Melissa Rycroft,Tony Dovolani,8,3,3rd Place,8,23.0,3,30,0.7667,76.67
Joanna Krupa,Derek Hough,9,4,Eliminated Week 9,8,26.0,3,30,0.8667,86.67
Aaron Carter,Karina Smirnoff,9,5,Eliminated Week 8,8,25.0,3,30,0.8333,83.33
Mya,Dmitry Chaplin,9,2,2nd Place,8,29.5,3,30,0.9833,98.33
Donny Osmond,Kym Johnson,9,1,1st Place,8,25.0,3,30,0.8333,83.33
Kelly Osbourne,Louis van Amstel,9,3,3rd Place,8,25.5,3,30,0.85,85.0
Niecy Nash,Louis van Amstel,10,5,Eliminated Week 8,8,21.5,3,30,0.7167,71.67
Chad Ochocinco,Cheryl Burke,10,4,Eliminated Week 9,8,22.5,3,30,0.75,75.0
Evan Lysacek,Anna Trebunskaya,10,2,2nd Place,8,26.5,3,30,0.8833,88.33
Nicole Scherzinger,Derek Hough,10,1,1st Place,8,29.5,3,30,0.9833,98.33
Erin Andrews,Maksim Chmerkoskiy,10,3,3rd Place,8,26.5,3,30,0.8833,88.33
Kyle Massey,Lacey Schwimmer,11,2,2nd Place,8,28.0,3,30,0.9333,93.33
Jennifer Grey,Derek Hough,11,1,1st Place,8,28.5,3,30,0.95,95.0
Kurt Warner,Anna Trebunskaya,11,5,Eliminated Week 8,8,24.0,3,30,0.8,80.0
Brandy,Maksim Chmerkoskiy,11,4,Eliminated Week 9,8,28.5,3,30,0.95,95.0
Bristol Palin,Mark Ballas,11,3,3rd Place,8,23.5,3,30,0.7833,78.33
Ralph Macchio,Karina Smirnoff,12,4,Eliminated Week 9,8,23.0,3,30,0.7667,76.67
Chelsea Kane,Mark Ballas,12,3,3rd Place,8,27.5,3,30,0.9167,91.67
Kirstie Alley,Maksim Chmerkoskiy,12,2,2nd Place,8,26.5,3,30,0.8833,88.33
Hines Ward,Kym Johnson,12,1,1st Place,8,27.0,3,30,0.9,90.0
Romeo,Chelsie Hightower,12,5,Eliminated Week 8,8,26.0,3,30,0.8667,86.67
Ricki Lake,Derek Hough,13,3,3rd Place,8,26.0,3,30,0.8667,86.67
J.R. Martinez,Karina Smirnoff,13,1,1st Place,8,30.0,3,30,1.0,100.0
Hope Solo,Maksim Chmerkoskiy,13,4,Eliminated Week 9,8,26.0,3,30,0.8667,86.67
Nancy Grace,Tristan MacManus,13,5,Eliminated Week 8,8,22.0,3,30,0.7333,73.33
Rob Kardashian,Cheryl Burke,13,2,2nd Place,8,25.5,3,30,0.85,85.0
William Levy,Cheryl Burke,14,3,3rd Place,8,28.5,3,30,0.95,95.0
Roshon Fegan,Chelsie Hightower,14,6,Eliminated Week 8,8,28.0,3,30,0.9333,93.33
Melissa Gilbert,Maksim Chmerkoskiy,14,5,Eliminated Week 8,8,25.5,3,30,0.85,85.0
Donald Driver,Peta Murgatroyd,14,1,1st Place,8,27.5,3,30,0.9167,91.67
Katherine Jenkins,Mark Ballas,14,2,2nd Place,8,27.5,3,30,0.9167,91.67
Maria Menounos,Derek Hough,14,4,Eliminated Week 9,8,26.5,3,30,0.8833,88.33
